file_path,normalized_transcript
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00069.wav,những chuyển biến rõ nét của y tế cơ sở không chỉ đáp ứng ngày càng tốt hơn nhu cầu khám chữa bệnh của nhân dân trên địa bàn
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00070.wav,nhà trường chú trọng nâng cao chất lượng đầu tư trang thiết bị từ đó nâng cao chất lượng dạy và học
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00071.wav,đẩy mạnh công tác tuyên truyền vận động nhân dân trên địa bàn thay đổi tập quán chăn thả trâu
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00072.wav,nhiều năm trở lại đây cây chè đã được coi là cây kinh tế mũi nhọn trên địa bàn huyện
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00073.wav,hiện nay hầu hết các trụ sở công an xã phải mượn bố trí ở tạm nên chưa đáp ứng được
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00074.wav,làm tăng sự hài lòng của người dân khi sử dụng các dịch vụ y tế tại trung tâm y tế
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00075.wav,biết được điều đó ngay từ đầu năm học bên cạnh việc tìm kiếm những nguồn học bổng
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00076.wav,hợp tác xã chăn nuôi và sản xuất quốc anh ở xã thụy liễu huyện cẩm khê được thành lập từ năm hai nghìn không trăm mười bảy
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00077.wav,xã luôn chú trọng huy động nguồn lực đầu tư xây dựng nông thôn mới giai đoạn hai nghìn không trăm mười
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00078.wav,trước đây khu cát là một trong những vùng đặc biệt khó khăn của xã văn miếu
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00079.wav,chỉnh trang nhà ở xây dựng hàng rào xanh bảo vệ môi trường qua đó phát huy
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00080.wav,mười hộ gia đình thuộc diện hiến đất cũng không phải là những hộ có điều kiện kinh tế khá giả nhưng đã tự nguyện hiến
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00081.wav,ở đây bên cạnh học lý thuyết phần lớn thời gian chúng em được thực hành trên máy móc
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00082.wav,cùng với chăn nuôi bò sinh sản gia đình ông ninh còn nuôi thả thêm cá và trồng chè
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00083.wav,đã giúp người nghèo thuận lợi hơn trong việc tiếp cận các dịch vụ xã hội cơ bản
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00084.wav,những kết quả đạt được của tín dụng chính sách trong hơn hai mươi năm qua đã tạo sinh kế hỗ trợ người dân vươn lên thoát nghèo chính sách
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00085.wav,cấp uỷ các địa phương cũng đã xác định giảm nghèo bền vững là nhiệm vụ chính trị quan trọng thường xuyên
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00086.wav,thưa quý vị và các bạn thực hiện mô hình trường bán trú dân nuôi các em học sinh ở bán trú có điều kiện tham gia đầy đủ các buổi học
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00087.wav,tham gia bảo hiểm tai nạn lao động bệnh nghề nghiệp để đảm bảo chính mình là rất cần thiết
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00088.wav,trước đây trên địa bàn huyện tân sơn chỉ có khu lóng khu minh nga xã thạch kiệt trồng quế
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00089.wav,tâm huyết trách nhiệm tận tụy sáng tạo hoạt động bền bỉ dẻo dai để gắn kết cộng đồng
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00090.wav,chị chị võ thị thu đã vươn lên trong khó khăn làm kinh tế
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00091.wav,quốc gia  một trăm phần trăm khu dân cư có nhà văn hóa kiên cố thu nhập bình quân đạt gần bốn mươi mốt triệu đồng người năm
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00092.wav,trị ba tỉ đồng trên hai nghìn ngày công lao động và đóng góp trên một tỉ đồng để xây dựng các công trình công cộng trồng hoa
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00093.wav,từ nguồn vốn vay ưu đãi ngân hàng sách xã hội đã mang lại hiệu quả kinh tế
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00094.wav,phúc được những người phụ nữ vun vén bởi một mô hình rất đặc
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00095.wav,để nâng cao chất lượng bữa ăn bán trú tại các trường phòng giáo dục và đào tạo huyện tân sơn
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00096.wav,các tổ chức cực tuyên truyền vận động hội viên cùng nhân dân giữ gìn vệ sinh môi trường giữ đường làng ngõ xóm xanh sạch đẹp
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00097.wav,khắc phục khó khăn tiếp tục xung phong trên các mặt trận phát triển
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00098.wav,giúp các hộ dân có thêm nguồn thu nhập gia đình ông
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00099.wav,đời sống vật chất tinh thần của hội viên phụ nữ được nâng lên góp phần vào sự phát triển kinh tế chung của tỉnh
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00100.wav,đời sống bà con nhân dân ngày càng được nâng cao một sức sống mới đang về trên vùng đất
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00101.wav,đồng hành cùng phụ nữ nghèo cải thiện điều kiện sống xây dựng các mô hình kinh tế thoát nghèo
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00102.wav,truyền vận động nhân dân xây dựng khu dân cư để có kết quả
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00103.wav,hạng ba sao đây là sản phẩm đặc thù của địa phương được xếp hạng
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00104.wav,con đường vào khu trại xã võ miếu trước đây là đường đất chỉ rộng hơn hai mét
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00105.wav,sản phẩm nông nghiệp làm ra cũng được chở bằng xe máy xe tải không phải gánh về như trước đây
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00106.wav,với cơ sở vật chất như thế này sẽ phần nào đáp ứng mong muốn nguyện vọng của các cán bộ chiến sỹ
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00107.wav,nạn lao động bệnh nghề nghiệp sẽ là điểm tựa vững chắc cho cộng đồng doanh nghiệp cho người
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00108.wav,lợi thế đất đai phong phú phù hợp với trồng quế gia đình ông đã mạnh dạn trồng hơn hai ha quế
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00109.wav,làm tốt công tác vận động nhân dân già làng trưởng bản phải là người luôn lắng nghe tâm tư nguyện vọng của bà con
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00110.wav,kết quả có trên chín mươi phần trăm người dân thể hiện sự hài lòng trong đó người dân rất hài lòng về công tác tuyên truyền vận
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00111.wav,đìnhđồng thời ông còn nhiệt tình tham gia các phong trào và công tác xã hội của
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00112.wav,mỗi già làng trưởng bản người có uy tín trong cộng đồng với những đặc thù riêng về
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00113.wav,các chỉ huy đứng ra tự quản lý từng khu vực đoạn đường trong khu dân cư
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00114.wav,thời gian qua đã góp phần tích cực cùng cấp ủy chính quyền và nhân dân
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00115.wav,để các em tiếp thu được kiến thức thì trong những giờ thực hành thầy cô thực sự phải là người cầm tay chỉ
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00116.wav,đã và đang đẩy mạnh chuyển đổi số trên tất cả các lĩnh vực
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00117.wav,các trường học trên địa bàn huyện tân sơn không có trường hợp bị ngộ độc thực phẩm hoặc có các biểu hiện bất thường
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00118.wav,từ lòng đam mê văn hóa dân tộc ông minh đã khơi dậy tinh thần yêu văn hóa dân tộc
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00119.wav,em nguyễn văn vũ lớp bốn c trường tiểu học sơn hùng huyện thanh sơn là một học sinh có hoàn cảnh đặc biệt
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00120.wav,hướng dẫn cho các thế hệ trẻ để biết nét đẹp trang phục người dao truyền dạy
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00121.wav,xã hội cấp xã và các trưởng khu là rất quan trọng
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00122.wav,hiện nay nhiều hội viên trong chi hội đã có mô hình chăn nuôi trồng trọt mang lại hiệu quả kinh tế cao
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00123.wav,những ngôi nhà xây dựng kiên cố khang trang đã được thay thế cho những ngôi nhà tạm bợ
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00124.wav,tiểu thủ công nghiệp thương mại dịch vụ
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00125.wav,nhận thức và đồng thuận trong cộng đồng dân cư
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00126.wav,anh có tổng thu nhập hơn một trăm triệu đồng giúp gia đình anh vươn lên ổn định cuộc sống
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00127.wav,vài năm trở lại đây chăn nuôi gia cầm tại xã vùng cao vùng đồng bào dân tộc phát triển cả về số lượng và chất lượng
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00128.wav,xã đồng thịnh hiện có trên bảy nghìn năm trăm nhân khẩu trong đó có bảy mươi phần trăm là đồng bào dân tộc thiểu số
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00129.wav,chủ động tham mưu giải quyết khó khăn hoặc điều chỉnh bổ sung cho phù hợp với yêu cầu nhiệm vụ
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00130.wav,cơ bản theo đó các cấp các ngành đã tích cực thực hiện các biện pháp nhằm hỗ trợ người
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00131.wav,chúng tôi luôn sẵn sàng cống hiến góp sức trẻ xây dựng quê hương ngày càng giàu đẹp
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00132.wav,bám sát các tiêu chí xây dựng vườn mẫu để thực hiện
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00133.wav,nghị định một một sáu của thủ tướng chính phủ là chính sách thiết thực kịp thời giúp các em học sinh vùng khó khăn có thêm điều kiện đến trường
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00134.wav,em sẽ cố gắng học tập để sau này ra trường có công việc ổn định
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00135.wav,hơn đặc biệt khi có chính sách hỗ trợ ăn ở bán trú cho học sinh xa trường các em đến lớp thường xuyên hơn và số lượng luôn duy trì ổn định
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00136.wav,từ sự đồng thuận từ sự đồng thuận của nhân dân hiện nay nhiều tuyến đường nội đồng trên địa bàn huyện thanh thủy đã được hoàn thành
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00137.wav,sử dụng đây là công trình ý nghĩa đem lại niềm vui và đảm bảo an ninh trật tự cho người dân nơi đây
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00138.wav,theo hướng nâng cao giá trị sản xuất gắn
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00139.wav,sản phẩm tinh thần được bà con gìn giữ bảo tồn
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00140.wav,đây cũng chính là điều thể hiện quyết tâm giảm nghèo bền vững của cả hệ thống chính trị từ tỉnh đến cơ sở
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00141.wav,trong việc ứng dụng các tiến bộ kỹ thuật vào sản xuất từng bước tạo ra sản phẩm chất lượng
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00142.wav,thực hiện phong trào cải tạo vườn tạp trên địa bàn xã tiên phú
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00143.wav,được hỗ trợ theo nghị quyết số hai mươi hai của hđnd tỉnh năm hai nghìn không trăm hai mươi hai huyện yên lập
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00144.wav,phải đối mặt với không ít khó khăn thế nhưng cựu chiến binh lý đức huệ ở xã vạn xuân huyện tam nông
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00145.wav,hát chất chiu vị ngọt cho đời từ hương của đất bao người say mê
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00146.wav,thời gian vừa rồi cùng với tuyên truyền nhân dân thực hiện các chủ trương đường lối của đảng chính sách pháp luật của nhà nước uỷ
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00147.wav,cho quyết tâm vượt khó vươn lên của những mảnh đời kém may mắn
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00148.wav,ảnh hưởng chế độ ăn ở bán trú và hơn bốn trăm em học sinh được miễn giảm học phí
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00149.wav,hiện nay gia đình ông luôn duy trì nuôi hơn một trăm con mỗi năm trừ chi phí cũng mang lại thu nhập
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00150.wav,sự quan tâm chăm lo của đảng và nhà nước đối với sức khỏe đời sống của người dân
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00151.wav,chiều sâu người tiêu dùng không chỉ coi trọng các yếu tố rất cơ bản như chất lượng cảm nhận độ bền giá
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00152.wav,nhưng cũng phải hết cái đói cái nghèo đi
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00153.wav,tuy nhiên anh tuyến luôn lo lắng vì trả nợ xong nguồn vốn tái sản xuất chẳng còn là bao nhiêu
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00154.wav,đã thành công trong việc phát triển chăn nuôi đại gia súc từ việc chăn nuôi nhỏ lẻ
/home/app/translate-topic/quangdm9/experiment/Tacotron2/data/wavs/00155.wav,nhà trường cũng đã đầu tư cơ sở vật chất trong đó có các phòng học tích hợp ứng dụng công nghệ thông tin
